TBLID,GEOID,GEONAME,ORDER,TITLE,ESTIMATE,MG_ERROR
B01003,05000US39133,"Portage County, Ohio",1,Total,"162,927",*****
B01003,05000US39139,"Richland County, Ohio",1,Total,"121,099",*****
B01003,05000US39141,"Ross County, Ohio",1,Total,"76,931",*****
B01003,05000US39145,"Scioto County, Ohio",1,Total,"75,502",*****
B01003,05000US39151,"Stark County, Ohio",1,Total,"371,574",*****
B01003,05000US39153,"Summit County, Ohio",1,Total,"541,918",*****
B01003,05000US39155,"Trumbull County, Ohio",1,Total,"198,627",*****
B01003,05000US39157,"Tuscarawas County, Ohio",1,Total,"92,176",*****
B01003,05000US39165,"Warren County, Ohio",1,Total,"232,173",*****
B01003,05000US39169,"Wayne County, Ohio",1,Total,"115,967",*****
B01003,05000US39173,"Wood County, Ohio",1,Total,"130,696",*****
B01003,05000US40017,"Canadian County, Oklahoma",1,Total,"144,447",*****
B01003,05000US40027,"Cleveland County, Oklahoma",1,Total,"281,669",*****
B01003,05000US40031,"Comanche County, Oklahoma",1,Total,"120,422",*****
B01003,05000US40037,"Creek County, Oklahoma",1,Total,"71,604",*****
B01003,05000US40101,"Muskogee County, Oklahoma",1,Total,"68,362",*****
B01003,05000US40109,"Oklahoma County, Oklahoma",1,Total,"792,582",*****
B01003,05000US40119,"Payne County, Oklahoma",1,Total,"82,040",*****
B01003,05000US40125,"Pottawatomie County, Oklahoma",1,Total,"72,679",*****
B01003,05000US40131,"Rogers County, Oklahoma",1,Total,"91,984",*****
B01003,05000US40143,"Tulsa County, Oklahoma",1,Total,"648,360",*****
B01003,05000US40145,"Wagoner County, Oklahoma",1,Total,"80,110",*****
B01003,05000US41003,"Benton County, Oregon",1,Total,"92,101",*****
B01003,05000US41005,"Clackamas County, Oregon",1,Total,"416,075",*****
B01003,05000US41017,"Deschutes County, Oregon",1,Total,"191,996",*****
B01003,05000US41019,"Douglas County, Oregon",1,Total,"110,283",*****
B01003,05000US41029,"Jackson County, Oregon",1,Total,"219,564",*****
B01003,05000US41033,"Josephine County, Oregon",1,Total,"87,393",*****
B01003,05000US41035,"Klamath County, Oregon",1,Total,"67,653",*****
B01003,05000US41039,"Lane County, Oregon",1,Total,"379,611",*****
B01003,05000US41043,"Linn County, Oregon",1,Total,"127,335",*****
B01003,05000US41047,"Marion County, Oregon",1,Total,"346,868",*****
B01003,05000US41051,"Multnomah County, Oregon",1,Total,"811,880",*****
B01003,05000US41053,"Polk County, Oregon",1,Total,"85,234",*****
B01003,05000US41059,"Umatilla County, Oregon",1,Total,"77,516",*****
B01003,05000US41067,"Washington County, Oregon",1,Total,"597,695",*****
B01003,05000US41071,"Yamhill County, Oregon",1,Total,"107,002",*****
B01003,05000US42001,"Adams County, Pennsylvania",1,Total,"102,811",*****
B01003,05000US42003,"Allegheny County, Pennsylvania",1,Total,"1,218,452",*****
B01003,05000US42005,"Armstrong County, Pennsylvania",1,Total,"65,263",*****
B01003,05000US42007,"Beaver County, Pennsylvania",1,Total,"164,742",*****
B01003,05000US42011,"Berks County, Pennsylvania",1,Total,"420,152",*****
B01003,05000US42013,"Blair County, Pennsylvania",1,Total,"122,492",*****
B01003,05000US42017,"Bucks County, Pennsylvania",1,Total,"628,195",*****
B01003,05000US42019,"Butler County, Pennsylvania",1,Total,"187,888",*****
B01003,05000US42021,"Cambria County, Pennsylvania",1,Total,"131,730",*****
B01003,05000US42025,"Carbon County, Pennsylvania",1,Total,"64,227",*****
B01003,05000US42027,"Centre County, Pennsylvania",1,Total,"162,805",*****
B01003,05000US42029,"Chester County, Pennsylvania",1,Total,"522,046",*****
B01003,05000US42033,"Clearfield County, Pennsylvania",1,Total,"79,388",*****
B01003,05000US42037,"Columbia County, Pennsylvania",1,Total,"65,456",*****
B01003,05000US42039,"Crawford County, Pennsylvania",1,Total,"85,063",*****
B01003,05000US42041,"Cumberland County, Pennsylvania",1,Total,"251,423",*****
B01003,05000US42043,"Dauphin County, Pennsylvania",1,Total,"277,097",*****
B01003,05000US42045,"Delaware County, Pennsylvania",1,Total,"564,751",*****
B01003,05000US42049,"Erie County, Pennsylvania",1,Total,"272,061",*****
B01003,05000US42051,"Fayette County, Pennsylvania",1,Total,"130,441",*****
B01003,05000US42055,"Franklin County, Pennsylvania",1,Total,"154,835",*****
B01003,05000US42063,"Indiana County, Pennsylvania",1,Total,"84,501",*****
B01003,05000US42069,"Lackawanna County, Pennsylvania",1,Total,"210,793",*****
B01003,05000US42071,"Lancaster County, Pennsylvania",1,Total,"543,557",*****
B01003,05000US42073,"Lawrence County, Pennsylvania",1,Total,"86,184",*****
B01003,05000US42075,"Lebanon County, Pennsylvania",1,Total,"141,314",*****
B01003,05000US42077,"Lehigh County, Pennsylvania",1,Total,"368,100",*****
B01003,05000US42079,"Luzerne County, Pennsylvania",1,Total,"317,646",*****
B01003,05000US42081,"Lycoming County, Pennsylvania",1,Total,"113,664",*****
B01003,05000US42085,"Mercer County, Pennsylvania",1,Total,"110,683",*****
B01003,05000US42089,"Monroe County, Pennsylvania",1,Total,"169,507",*****
B01003,05000US42091,"Montgomery County, Pennsylvania",1,Total,"828,604",*****
B01003,05000US42095,"Northampton County, Pennsylvania",1,Total,"304,807",*****
B01003,05000US42097,"Northumberland County, Pennsylvania",1,Total,"91,083",*****
B01003,05000US42101,"Philadelphia County, Pennsylvania",1,Total,"1,584,138",*****
B01003,05000US42107,"Schuylkill County, Pennsylvania",1,Total,"142,067",*****
B01003,05000US42111,"Somerset County, Pennsylvania",1,Total,"73,952",*****
B01003,05000US42125,"Washington County, Pennsylvania",1,Total,"207,346",*****
B01003,05000US42129,"Westmoreland County, Pennsylvania",1,Total,"350,611",*****
B01003,05000US42133,"York County, Pennsylvania",1,Total,"448,273",*****
B01003,05000US44003,"Kent County, Rhode Island",1,Total,"163,861",*****
B01003,05000US44005,"Newport County, Rhode Island",1,Total,"82,542",*****
B01003,05000US44007,"Providence County, Rhode Island",1,Total,"636,084",*****
B01003,05000US44009,"Washington County, Rhode Island",1,Total,"126,179",*****
B01003,05000US45003,"Aiken County, South Carolina",1,Total,"169,401",*****
B01003,05000US45007,"Anderson County, South Carolina",1,Total,"200,482",*****
B01003,05000US45013,"Beaufort County, South Carolina",1,Total,"188,715",*****
B01003,05000US45015,"Berkeley County, South Carolina",1,Total,"221,091",*****
B01003,05000US45019,"Charleston County, South Carolina",1,Total,"405,905",*****
B01003,05000US45031,"Darlington County, South Carolina",1,Total,"66,802",*****
B01003,05000US45035,"Dorchester County, South Carolina",1,Total,"160,647",*****
B01003,05000US45041,"Florence County, South Carolina",1,Total,"138,159",*****
B01003,05000US45045,"Greenville County, South Carolina",1,Total,"514,213",*****
B01003,05000US45047,"Greenwood County, South Carolina",1,Total,"70,741",*****
B01003,05000US45051,"Horry County, South Carolina",1,Total,"344,147",*****
B01003,05000US45055,"Kershaw County, South Carolina",1,Total,"65,592",*****
B01003,05000US45057,"Lancaster County, South Carolina",1,Total,"95,380",*****
B01003,05000US45059,"Laurens County, South Carolina",1,Total,"66,994",*****
B01003,05000US45063,"Lexington County, South Carolina",1,Total,"295,032",*****
B01003,05000US45073,"Oconee County, South Carolina",1,Total,"78,374",*****
B01003,05000US45075,"Orangeburg County, South Carolina",1,Total,"86,934",*****
B01003,05000US45077,"Pickens County, South Carolina",1,Total,"124,937",*****
B01003,05000US45079,"Richland County, South Carolina",1,Total,"414,576",*****
B01003,05000US45083,"Spartanburg County, South Carolina",1,Total,"313,888",*****
B01003,05000US45085,"Sumter County, South Carolina",1,Total,"106,512",*****
B01003,05000US45091,"York County, South Carolina",1,Total,"274,118",*****
B01003,05000US46099,"Minnehaha County, South Dakota",1,Total,"192,876",*****
B01003,05000US46103,"Pennington County, South Dakota",1,Total,"111,729",*****
B01003,05000US47001,"Anderson County, Tennessee",1,Total,"76,482",*****
B01003,05000US47009,"Blount County, Tennessee",1,Total,"131,349",*****
B01003,05000US47011,"Bradley County, Tennessee",1,Total,"106,727",*****
B01003,05000US47037,"Davidson County, Tennessee",1,Total,"692,587",*****
B01003,05000US47059,"Greene County, Tennessee",1,Total,"69,087",*****
B01003,05000US47065,"Hamilton County, Tennessee",1,Total,"364,286",*****
B01003,05000US47093,"Knox County, Tennessee",1,Total,"465,289",*****
B01003,05000US47113,"Madison County, Tennessee",1,Total,"97,605",*****
B01003,05000US47119,"Maury County, Tennessee",1,Total,"94,340",*****
B01003,05000US47125,"Montgomery County, Tennessee",1,Total,"205,950",*****
B01003,05000US47141,"Putnam County, Tennessee",1,Total,"78,843",*****
B01003,05000US47147,"Robertson County, Tennessee",1,Total,"71,012",*****
B01003,05000US47149,"Rutherford County, Tennessee",1,Total,"324,890",*****
B01003,05000US47155,"Sevier County, Tennessee",1,Total,"97,892",*****
B01003,05000US47157,"Shelby County, Tennessee",1,Total,"935,764",*****
B01003,05000US47163,"Sullivan County, Tennessee",1,Total,"157,668",*****
B01003,05000US47165,"Sumner County, Tennessee",1,Total,"187,149",*****
B01003,05000US47179,"Washington County, Tennessee",1,Total,"128,607",*****
B01003,05000US47187,"Williamson County, Tennessee",1,Total,"231,729",*****
B01003,05000US47189,"Wilson County, Tennessee",1,Total,"140,625",*****
B01003,05000US48005,"Angelina County, Texas",1,Total,"87,092",*****
B01003,05000US48021,"Bastrop County, Texas",1,Total,"86,976",*****
B01003,05000US48027,"Bell County, Texas",1,Total,"355,642",*****
B01003,05000US48029,"Bexar County, Texas",1,Total,"1,986,049",*****
B01003,05000US48037,"Bowie County, Texas",1,Total,"94,324",*****
B01003,05000US48039,"Brazoria County, Texas",1,Total,"370,200",*****
B01003,05000US48041,"Brazos County, Texas",1,Total,"226,758",*****
B01003,05000US48061,"Cameron County, Texas",1,Total,"423,908",*****
B01003,05000US48085,"Collin County, Texas",1,Total,"1,005,146",*****
B01003,05000US48091,"Comal County, Texas",1,Total,"148,373",*****
B01003,05000US48099,"Coryell County, Texas",1,Total,"74,808",*****
B01003,05000US48113,"Dallas County, Texas",1,Total,"2,637,772",*****
B01003,05000US48121,"Denton County, Texas",1,Total,"859,064",*****
B01003,05000US48135,"Ector County, Texas",1,Total,"162,124",*****
B01003,05000US48139,"Ellis County, Texas",1,Total,"179,436",*****
B01003,05000US48141,"El Paso County, Texas",1,Total,"840,758",*****
B01003,05000US48157,"Fort Bend County, Texas",1,Total,"787,858",*****
B01003,05000US48167,"Galveston County, Texas",1,Total,"337,890",*****
B01003,05000US48181,"Grayson County, Texas",1,Total,"133,991",*****
B01003,05000US48183,"Gregg County, Texas",1,Total,"123,707",*****
B01003,05000US48187,"Guadalupe County, Texas",1,Total,"163,694",*****
B01003,05000US48201,"Harris County, Texas",1,Total,"4,698,619",*****
B01003,05000US48203,"Harrison County, Texas",1,Total,"66,726",*****
B01003,05000US48209,"Hays County, Texas",1,Total,"222,631",*****
B01003,05000US48213,"Henderson County, Texas",1,Total,"82,299",*****
B01003,05000US48215,"Hidalgo County, Texas",1,Total,"865,939",*****
B01003,05000US48231,"Hunt County, Texas",1,Total,"96,493",*****
B01003,05000US48245,"Jefferson County, Texas",1,Total,"255,001",*****
B01003,05000US48251,"Johnson County, Texas",1,Total,"171,361",*****
B01003,05000US48257,"Kaufman County, Texas",1,Total,"128,622",*****
B01003,05000US48291,"Liberty County, Texas",1,Total,"86,323",*****
B01003,05000US48303,"Lubbock County, Texas",1,Total,"307,412",*****
B01003,05000US48309,"McLennan County, Texas",1,Total,"254,607",*****
B01003,05000US48329,"Midland County, Texas",1,Total,"172,578",*****
B01003,05000US48339,"Montgomery County, Texas",1,Total,"590,925",*****
B01003,05000US48347,"Nacogdoches County, Texas",1,Total,"65,711",*****
B01003,05000US48355,"Nueces County, Texas",1,Total,"362,265",*****
B01003,05000US48361,"Orange County, Texas",1,Total,"83,572",*****
B01003,05000US48367,"Parker County, Texas",1,Total,"138,371",*****
B01003,05000US48375,"Potter County, Texas",1,Total,"119,648",*****
B01003,05000US48381,"Randall County, Texas",1,Total,"136,271",*****
B01003,05000US48397,"Rockwall County, Texas",1,Total,"100,657",*****
B01003,05000US48409,"San Patricio County, Texas",1,Total,"66,893",*****
B01003,05000US48423,"Smith County, Texas",1,Total,"230,221",*****
B01003,05000US48439,"Tarrant County, Texas",1,Total,"2,084,931",*****
B01003,05000US48441,"Taylor County, Texas",1,Total,"137,640",*****
B01003,05000US48451,"Tom Green County, Texas",1,Total,"118,189",*****
B01003,05000US48453,"Travis County, Texas",1,Total,"1,248,743",*****
B01003,05000US48469,"Victoria County, Texas",1,Total,"92,035",*****
B01003,05000US48471,"Walker County, Texas",1,Total,"72,480",*****
B01003,05000US48479,"Webb County, Texas",1,Total,"275,910",*****
B01003,05000US48485,"Wichita County, Texas",1,Total,"132,064",*****
B01003,05000US48491,"Williamson County, Texas",1,Total,"566,719",*****
B01003,05000US48497,"Wise County, Texas",1,Total,"68,305",*****
B01003,05000US49005,"Cache County, Utah",1,Total,"127,068",*****
B01003,05000US49011,"Davis County, Utah",1,Total,"351,713",*****
B01003,05000US49035,"Salt Lake County, Utah",1,Total,"1,152,633",*****
B01003,05000US49045,"Tooele County, Utah",1,Total,"69,907",*****
B01003,05000US49049,"Utah County, Utah",1,Total,"622,213",*****
B01003,05000US49053,"Washington County, Utah",1,Total,"171,700",*****
B01003,05000US49057,"Weber County, Utah",1,Total,"256,359",*****
B01003,05000US50007,"Chittenden County, Vermont",1,Total,"164,572",*****
B01003,05000US51003,"Albemarle County, Virginia",1,Total,"108,718",*****
B01003,05000US51013,"Arlington County, Virginia",1,Total,"237,521",*****
B01003,05000US51015,"Augusta County, Virginia",1,Total,"75,457",*****
B01003,05000US51019,"Bedford County, Virginia",1,Total,"78,747",*****
B01003,05000US51041,"Chesterfield County, Virginia",1,Total,"348,556",*****
B01003,05000US51059,"Fairfax County, Virginia",1,Total,"1,150,795",*****
B01003,05000US51061,"Fauquier County, Virginia",1,Total,"70,675",*****
B01003,05000US51069,"Frederick County, Virginia",1,Total,"88,355",*****
B01003,05000US51085,"Hanover County, Virginia",1,Total,"107,239",*****
B01003,05000US51087,"Henrico County, Virginia",1,Total,"329,261",*****
B01003,05000US51095,"James City County, Virginia",1,Total,"76,397",*****
B01003,05000US51107,"Loudoun County, Virginia",1,Total,"406,850",*****
B01003,05000US51121,"Montgomery County, Virginia",1,Total,"98,985",*****
B01003,05000US51153,"Prince William County, Virginia",1,Total,"468,011",*****
B01003,05000US51161,"Roanoke County, Virginia",1,Total,"94,073",*****
B01003,05000US51165,"Rockingham County, Virginia",1,Total,"81,244",*****
B01003,05000US51177,"Spotsylvania County, Virginia",1,Total,"134,238",*****
B01003,05000US51179,"Stafford County, Virginia",1,Total,"149,960",*****
B01003,05000US51199,"York County, Virginia",1,Total,"67,846",*****
B01003,05000US51510,"Alexandria city, Virginia",1,Total,"160,530",*****
B01003,05000US51550,"Chesapeake city, Virginia",1,Total,"242,634",*****
B01003,05000US51650,"Hampton city, Virginia",1,Total,"134,313",*****
B01003,05000US51680,"Lynchburg city, Virginia",1,Total,"82,126",*****
B01003,05000US51700,"Newport News city, Virginia",1,Total,"178,626",*****
B01003,05000US51710,"Norfolk city, Virginia",1,Total,"244,076",*****
B01003,05000US51740,"Portsmouth city, Virginia",1,Total,"94,632",*****
B01003,05000US51760,"Richmond city, Virginia",1,Total,"228,783",*****
B01003,05000US51770,"Roanoke city, Virginia",1,Total,"99,920",*****
B01003,05000US51800,"Suffolk city, Virginia",1,Total,"91,185",*****
B01003,05000US51810,"Virginia Beach city, Virginia",1,Total,"450,189",*****
B01003,05000US53005,"Benton County, Washington",1,Total,"201,877",*****
B01003,05000US53007,"Chelan County, Washington",1,Total,"77,036",*****
B01003,05000US53009,"Clallam County, Washington",1,Total,"76,737",*****
B01003,05000US53011,"Clark County, Washington",1,Total,"481,857",*****
B01003,05000US53015,"Cowlitz County, Washington",1,Total,"108,987",*****
B01003,05000US53021,"Franklin County, Washington",1,Total,"94,347",*****
B01003,05000US53025,"Grant County, Washington",1,Total,"97,331",*****
B01003,05000US53027,"Grays Harbor County, Washington",1,Total,"73,901",*****
B01003,05000US53029,"Island County, Washington",1,Total,"84,460",*****
B01003,05000US53033,"King County, Washington",1,Total,"2,233,163",*****
B01003,05000US53035,"Kitsap County, Washington",1,Total,"269,805",*****
B01003,05000US53041,"Lewis County, Washington",1,Total,"79,604",*****
B01003,05000US53045,"Mason County, Washington",1,Total,"65,507",*****
B01003,05000US53053,"Pierce County, Washington",1,Total,"891,299",*****
B01003,05000US53057,"Skagit County, Washington",1,Total,"128,206",*****
B01003,05000US53061,"Snohomish County, Washington",1,Total,"814,901",*****
B01003,05000US53063,"Spokane County, Washington",1,Total,"514,631",*****
B01003,05000US53067,"Thurston County, Washington",1,Total,"286,419",*****
B01003,05000US53073,"Whatcom County, Washington",1,Total,"225,685",*****
B01003,05000US53077,"Yakima County, Washington",1,Total,"251,446",*****
B01003,05000US54003,"Berkeley County, West Virginia",1,Total,"117,123",*****
B01003,05000US54011,"Cabell County, West Virginia",1,Total,"93,224",*****
B01003,05000US54033,"Harrison County, West Virginia",1,Total,"67,554",*****
B01003,05000US54039,"Kanawha County, West Virginia",1,Total,"180,454",*****
B01003,05000US54061,"Monongalia County, West Virginia",1,Total,"106,420",*****
B01003,05000US54081,"Raleigh County, West Virginia",1,Total,"74,254",*****
B01003,05000US54107,"Wood County, West Virginia",1,Total,"84,203",*****
B01003,05000US55009,"Brown County, Wisconsin",1,Total,"263,378",*****
B01003,05000US55025,"Dane County, Wisconsin",1,Total,"542,364",*****
B01003,05000US55027,"Dodge County, Wisconsin",1,Total,"87,847",*****
B01003,05000US55035,"Eau Claire County, Wisconsin",1,Total,"104,534",*****
B01003,05000US55039,"Fond du Lac County, Wisconsin",1,Total,"103,066",*****
B01003,05000US55055,"Jefferson County, Wisconsin",1,Total,"85,129",*****
B01003,05000US55059,"Kenosha County, Wisconsin",1,Total,"169,290",*****
B01003,05000US55063,"La Crosse County, Wisconsin",1,Total,"118,230",*****
B01003,05000US55071,"Manitowoc County, Wisconsin",1,Total,"79,074",*****
B01003,05000US55073,"Marathon County, Wisconsin",1,Total,"135,428",*****
B01003,05000US55079,"Milwaukee County, Wisconsin",1,Total,"948,201",*****
B01003,05000US55087,"Outagamie County, Wisconsin",1,Total,"187,365",*****
B01003,05000US55089,"Ozaukee County, Wisconsin",1,Total,"89,147",*****
B01003,05000US55097,"Portage County, Wisconsin",1,Total,"70,942",*****
B01003,05000US55101,"Racine County, Wisconsin",1,Total,"196,584",*****
B01003,05000US55105,"Rock County, Wisconsin",1,Total,"163,129",*****
B01003,05000US55109,"St. Croix County, Wisconsin",1,Total,"89,694",*****
B01003,05000US55117,"Sheboygan County, Wisconsin",1,Total,"115,456",*****
B01003,05000US55127,"Walworth County, Wisconsin",1,Total,"103,718",*****
B01003,05000US55131,"Washington County, Wisconsin",1,Total,"135,693",*****
B01003,05000US55133,"Waukesha County, Wisconsin",1,Total,"403,072",*****
B01003,05000US55139,"Winnebago County, Wisconsin",1,Total,"171,020",*****
B01003,05000US55141,"Wood County, Wisconsin",1,Total,"73,055",*****
B01003,05000US56021,"Laramie County, Wyoming",1,Total,"98,976",*****
B01003,05000US56025,"Natrona County, Wyoming",1,Total,"79,115",*****
B01003,05000US72013,"Arecibo Municipio, Puerto Rico",1,Total,"82,114",*****
B01003,05000US72021,"Bayamón Municipio, Puerto Rico",1,Total,"170,480",*****
B01003,05000US72025,"Caguas Municipio, Puerto Rico",1,Total,"124,434",*****
B01003,05000US72031,"Carolina Municipio, Puerto Rico",1,Total,"147,661",*****
B01003,05000US72061,"Guaynabo Municipio, Puerto Rico",1,Total,"83,787",*****
B01003,05000US72097,"Mayagüez Municipio, Puerto Rico",1,Total,"71,986",*****
B01003,05000US72113,"Ponce Municipio, Puerto Rico",1,Total,"133,191",*****
B01003,05000US72127,"San Juan Municipio, Puerto Rico",1,Total,"320,967",*****
B01003,05000US72135,"Toa Alta Municipio, Puerto Rico",1,Total,"71,094",*****
B01003,05000US72137,"Toa Baja Municipio, Puerto Rico",1,Total,"74,623",*****
B01003,05000US72139,"Trujillo Alto Municipio, Puerto Rico",1,Total,"63,746",*****
